id,prob,manual,created_at,updated_at,document_id,label_id,user_id
747,0.0,false,2020-05-22 02:15:14.356205+00,2020-05-22 02:15:14.356232+00,738,46,1
748,0.0,false,2020-05-22 02:15:15.613615+00,2020-05-22 02:15:15.613644+00,1859,39,1
749,0.0,false,2020-05-22 02:15:16.398946+00,2020-05-22 02:15:16.398972+00,739,46,1
750,0.0,false,2020-05-22 02:15:18.732792+00,2020-05-22 02:15:18.732836+00,740,46,1
751,0.0,false,2020-05-22 02:15:20.416274+00,2020-05-22 02:15:20.416359+00,741,46,1
752,0.0,false,2020-05-22 02:15:22.439614+00,2020-05-22 02:15:22.439656+00,742,46,1
753,0.0,false,2020-05-22 02:15:25.742712+00,2020-05-22 02:15:25.742741+00,743,46,1
754,0.0,false,2020-05-22 02:15:27.81095+00,2020-05-22 02:15:27.810979+00,744,46,1
755,0.0,false,2020-05-22 02:15:29.965145+00,2020-05-22 02:15:29.965186+00,745,46,1
757,0.0,false,2020-05-22 02:15:35.565343+00,2020-05-22 02:15:35.565387+00,747,46,1
756,0.0,false,2020-05-22 02:15:33.263548+00,2020-05-22 02:15:33.263576+00,746,46,1
758,0.0,false,2020-05-22 02:15:38.454662+00,2020-05-22 02:15:38.454691+00,748,46,1
759,0.0,false,2020-05-22 02:15:42.599868+00,2020-05-22 02:15:42.599911+00,749,46,1
760,0.0,false,2020-05-22 02:15:53.745837+00,2020-05-22 02:15:53.745881+00,750,50,1
761,0.0,false,2020-05-22 02:15:58.198197+00,2020-05-22 02:15:58.198239+00,751,49,1
762,0.0,false,2020-05-22 02:16:01.047673+00,2020-05-22 02:16:01.047719+00,752,48,1
763,0.0,false,2020-05-22 02:16:07.971227+00,2020-05-22 02:16:07.971268+00,753,50,1
764,0.0,false,2020-05-22 02:16:11.162989+00,2020-05-22 02:16:11.163028+00,754,50,1
765,0.0,false,2020-05-22 02:16:23.957267+00,2020-05-22 02:16:23.957314+00,755,47,1
766,0.0,false,2020-05-22 02:16:28.512918+00,2020-05-22 02:16:28.512966+00,756,47,1
767,0.0,false,2020-05-22 02:16:35.012022+00,2020-05-22 02:16:35.01205+00,757,50,1
768,0.0,false,2020-05-22 02:16:39.513083+00,2020-05-22 02:16:39.513112+00,760,48,1
769,0.0,false,2020-05-22 02:16:51.226397+00,2020-05-22 02:16:51.226442+00,761,46,1
770,0.0,false,2020-05-22 02:16:55.411855+00,2020-05-22 02:16:55.411933+00,762,51,1
771,0.0,false,2020-05-22 02:16:57.728883+00,2020-05-22 02:16:57.728932+00,763,51,1
772,0.0,false,2020-05-22 02:17:01.012983+00,2020-05-22 02:17:01.013025+00,764,52,1
773,0.0,false,2020-05-22 02:17:03.458285+00,2020-05-22 02:17:03.458347+00,765,51,1
774,0.0,false,2020-05-22 02:17:05.375703+00,2020-05-22 02:17:05.375753+00,766,52,1
775,0.0,false,2020-05-22 02:17:07.617954+00,2020-05-22 02:17:07.617998+00,767,52,1
776,0.0,false,2020-05-22 02:17:15.070441+00,2020-05-22 02:17:15.070486+00,768,48,1
777,0.0,false,2020-05-22 02:17:22.561717+00,2020-05-22 02:17:22.561764+00,769,51,1
778,0.0,false,2020-05-22 02:17:24.654853+00,2020-05-22 02:17:24.654899+00,770,51,1
780,0.0,false,2020-05-22 02:17:35.175033+00,2020-05-22 02:17:35.175079+00,772,46,1
781,0.0,false,2020-05-22 02:17:40.480608+00,2020-05-22 02:17:40.480635+00,773,50,1
782,0.0,false,2020-05-22 02:17:46.923407+00,2020-05-22 02:17:46.923491+00,774,48,1
783,0.0,false,2020-05-22 02:17:52.412583+00,2020-05-22 02:17:52.412624+00,775,52,1
784,0.0,false,2020-05-22 02:17:57.862212+00,2020-05-22 02:17:57.862308+00,776,51,1
785,0.0,false,2020-05-22 02:18:08.68843+00,2020-05-22 02:18:08.688468+00,777,50,1
787,0.0,false,2020-05-22 02:18:16.10438+00,2020-05-22 02:18:16.104408+00,778,51,1
788,0.0,false,2020-05-22 02:18:23.671922+00,2020-05-22 02:18:23.671962+00,779,46,1
789,0.0,false,2020-05-22 02:18:35.466851+00,2020-05-22 02:18:35.466903+00,780,51,1
790,0.0,false,2020-05-22 02:18:42.417139+00,2020-05-22 02:18:42.41718+00,781,46,1
791,0.0,false,2020-05-22 02:18:57.084097+00,2020-05-22 02:18:57.084143+00,782,46,1
792,0.0,false,2020-05-22 02:19:06.442223+00,2020-05-22 02:19:06.442263+00,783,50,1
793,0.0,false,2020-05-22 02:19:14.122909+00,2020-05-22 02:19:14.122948+00,784,46,1
794,0.0,false,2020-05-22 02:19:18.295205+00,2020-05-22 02:19:18.295235+00,785,46,1
795,0.0,false,2020-05-22 02:19:23.930121+00,2020-05-22 02:19:23.930167+00,1860,40,1
796,0.0,false,2020-05-22 02:19:25.454485+00,2020-05-22 02:19:25.454566+00,786,46,1
797,0.0,false,2020-05-22 02:19:27.861249+00,2020-05-22 02:19:27.861277+00,787,46,1
798,0.0,false,2020-05-22 02:19:34.769274+00,2020-05-22 02:19:34.769303+00,788,47,1
799,0.0,false,2020-05-22 02:19:39.631288+00,2020-05-22 02:19:39.631332+00,789,50,1
800,0.0,false,2020-05-22 02:19:44.466827+00,2020-05-22 02:19:44.466872+00,790,50,1
801,0.0,false,2020-05-22 02:19:48.473309+00,2020-05-22 02:19:48.473354+00,791,49,1
802,0.0,false,2020-05-22 02:19:51.843458+00,2020-05-22 02:19:51.843487+00,792,51,1
803,0.0,false,2020-05-22 02:19:55.62869+00,2020-05-22 02:19:55.628728+00,793,50,1
805,0.0,false,2020-05-22 02:19:58.424297+00,2020-05-22 02:19:58.424334+00,794,50,1
806,0.0,false,2020-05-22 02:20:18.421249+00,2020-05-22 02:20:18.4213+00,795,46,1
807,0.0,false,2020-05-22 02:20:21.636687+00,2020-05-22 02:20:21.636715+00,1862,39,1
808,0.0,false,2020-05-22 02:20:22.459778+00,2020-05-22 02:20:22.459824+00,796,48,1
809,0.0,false,2020-05-22 02:20:24.000804+00,2020-05-22 02:20:24.00083+00,1863,45,1
810,0.0,false,2020-05-22 02:20:25.290408+00,2020-05-22 02:20:25.290432+00,797,50,1
811,0.0,false,2020-05-22 02:20:25.386883+00,2020-05-22 02:20:25.386911+00,1864,45,1
812,0.0,false,2020-05-22 02:20:29.161761+00,2020-05-22 02:20:29.161805+00,798,47,1
813,0.0,false,2020-05-22 02:20:35.418484+00,2020-05-22 02:20:35.418564+00,799,51,1
814,0.0,false,2020-05-22 02:20:39.583927+00,2020-05-22 02:20:39.583971+00,1865,39,1
817,0.0,false,2020-05-22 02:20:44.338923+00,2020-05-22 02:20:44.338967+00,800,50,1
818,0.0,false,2020-05-22 02:20:49.392053+00,2020-05-22 02:20:49.392079+00,801,49,1
819,0.0,false,2020-05-22 02:21:07.200023+00,2020-05-22 02:21:07.20007+00,802,48,1
820,0.0,false,2020-05-22 02:21:11.293698+00,2020-05-22 02:21:11.293725+00,803,51,1
821,0.0,false,2020-05-22 02:21:15.921026+00,2020-05-22 02:21:15.921072+00,804,48,1
822,0.0,false,2020-05-22 02:21:21.205612+00,2020-05-22 02:21:21.205644+00,805,49,1
823,0.0,false,2020-05-22 02:21:25.430089+00,2020-05-22 02:21:25.430133+00,806,47,1
824,0.0,false,2020-05-22 02:21:31.814167+00,2020-05-22 02:21:31.814202+00,807,49,1
825,0.0,false,2020-05-22 02:21:35.206532+00,2020-05-22 02:21:35.206602+00,808,51,1
826,0.0,false,2020-05-22 02:21:38.848831+00,2020-05-22 02:21:38.848878+00,809,51,1
827,0.0,false,2020-05-22 02:21:41.081951+00,2020-05-22 02:21:41.081996+00,810,51,1
828,0.0,false,2020-05-22 02:21:43.43102+00,2020-05-22 02:21:43.431047+00,811,47,1
829,0.0,false,2020-05-22 02:21:52.447094+00,2020-05-22 02:21:52.447115+00,812,49,1
830,0.0,false,2020-05-22 02:21:56.276016+00,2020-05-22 02:21:56.276062+00,813,51,1
831,0.0,false,2020-05-22 02:21:58.717188+00,2020-05-22 02:21:58.717228+00,814,51,1
832,0.0,false,2020-05-22 02:22:22.508404+00,2020-05-22 02:22:22.508506+00,2577,82,1
833,0.0,false,2020-05-22 02:22:52.857611+00,2020-05-22 02:22:52.857633+00,2578,88,1
834,0.0,false,2020-05-22 02:22:55.172901+00,2020-05-22 02:22:55.172944+00,1867,43,1
835,0.0,false,2020-05-22 02:22:55.928188+00,2020-05-22 02:22:55.928232+00,815,51,1
836,0.0,false,2020-05-22 02:23:00.995039+00,2020-05-22 02:23:00.995067+00,1868,45,1
837,0.0,false,2020-05-22 02:23:05.397815+00,2020-05-22 02:23:05.397853+00,2579,88,1
838,0.0,false,2020-05-22 02:23:08.751711+00,2020-05-22 02:23:08.751753+00,820,46,1
839,0.0,false,2020-05-22 02:23:09.753812+00,2020-05-22 02:23:09.75697+00,1869,39,1
840,0.0,false,2020-05-22 02:23:11.76861+00,2020-05-22 02:23:11.768737+00,819,50,1
841,0.0,false,2020-05-22 02:23:11.90319+00,2020-05-22 02:23:11.903236+00,1870,39,1
842,0.0,false,2020-05-22 02:23:14.836553+00,2020-05-22 02:23:14.836593+00,818,50,1
843,0.0,false,2020-05-22 02:23:15.082682+00,2020-05-22 02:23:15.082731+00,1871,39,1
844,0.0,false,2020-05-22 02:23:18.248023+00,2020-05-22 02:23:18.248073+00,817,51,1
845,0.0,false,2020-05-22 02:23:20.720782+00,2020-05-22 02:23:20.720826+00,816,51,1
846,0.0,false,2020-05-22 02:23:25.657317+00,2020-05-22 02:23:25.657366+00,1872,39,1
847,0.0,false,2020-05-22 02:23:45.940255+00,2020-05-22 02:23:45.940299+00,771,51,1
848,0.0,false,2020-05-22 02:23:55.520559+00,2020-05-22 02:23:55.520583+00,758,46,1
849,0.0,false,2020-05-22 02:23:59.067922+00,2020-05-22 02:23:59.06795+00,759,46,1
850,0.0,false,2020-05-22 02:24:19.382501+00,2020-05-22 02:24:19.38256+00,1873,39,1
851,0.0,false,2020-05-22 02:24:21.174255+00,2020-05-22 02:24:21.174283+00,1874,39,1
852,0.0,false,2020-05-22 02:26:03.257309+00,2020-05-22 02:26:03.25736+00,1875,39,1
853,0.0,false,2020-05-22 02:26:10.053747+00,2020-05-22 02:26:10.053793+00,1876,39,1
855,0.0,false,2020-05-22 02:28:41.357374+00,2020-05-22 02:28:41.357411+00,1877,39,1
856,0.0,false,2020-05-22 02:28:47.623691+00,2020-05-22 02:28:47.623717+00,1878,45,1
857,0.0,false,2020-05-22 02:30:10.97151+00,2020-05-22 02:30:10.971531+00,1877,40,1
858,0.0,false,2020-05-22 02:30:14.772911+00,2020-05-22 02:30:14.772941+00,1879,45,1
860,0.0,false,2020-05-22 02:30:36.450905+00,2020-05-22 02:30:36.450954+00,1881,39,1
861,0.0,false,2020-05-22 02:30:45.743481+00,2020-05-22 02:30:45.743511+00,1882,39,1
865,0.0,false,2020-05-22 02:31:01.968499+00,2020-05-22 02:31:01.968546+00,1886,39,1
866,0.0,false,2020-05-22 02:31:04.188678+00,2020-05-22 02:31:04.188728+00,1887,45,1
868,0.0,false,2020-05-22 02:31:07.322723+00,2020-05-22 02:31:07.322764+00,1889,45,1
869,0.0,false,2020-05-22 02:31:09.240863+00,2020-05-22 02:31:09.24091+00,1888,45,1
862,0.0,false,2020-05-22 02:30:47.891917+00,2020-05-22 02:30:47.891962+00,1883,45,1
864,0.0,false,2020-05-22 02:30:53.463764+00,2020-05-22 02:30:53.463812+00,1885,45,1
870,0.0,false,2020-05-22 02:31:25.24954+00,2020-05-22 02:31:25.249575+00,2580,82,1
873,0.0,false,2020-05-22 02:31:55.763496+00,2020-05-22 02:31:55.763539+00,1886,41,1
874,0.0,false,2020-05-22 02:32:06.56696+00,2020-05-22 02:32:06.567002+00,1891,41,1
876,0.0,false,2020-05-22 02:32:25.576953+00,2020-05-22 02:32:25.577004+00,1893,39,1
877,0.0,false,2020-05-22 02:32:34.046435+00,2020-05-22 02:32:34.046478+00,1894,41,1
879,0.0,false,2020-05-22 02:33:10.398771+00,2020-05-22 02:33:10.398819+00,2581,86,1
880,0.0,false,2020-05-22 02:33:45.127976+00,2020-05-22 02:33:45.128021+00,2582,82,1
881,0.0,false,2020-05-22 02:34:42.099926+00,2020-05-22 02:34:42.099958+00,2583,86,1
882,0.0,false,2020-05-22 02:36:48.273278+00,2020-05-22 02:36:48.273317+00,2584,87,1
884,0.0,false,2020-05-22 02:37:04.855836+00,2020-05-22 02:37:04.855886+00,2585,88,1
886,0.0,false,2020-05-22 02:37:24.890748+00,2020-05-22 02:37:24.890787+00,2586,85,1
888,0.0,false,2020-05-22 02:37:44.459301+00,2020-05-22 02:37:44.459336+00,2587,86,1
889,0.0,false,2020-05-22 02:37:56.445327+00,2020-05-22 02:37:56.445365+00,2588,87,1
890,0.0,false,2020-05-22 02:43:33.93229+00,2020-05-22 02:43:33.932318+00,1895,40,1
891,0.0,false,2020-05-22 02:43:34.745722+00,2020-05-22 02:43:34.745767+00,1895,39,1
892,0.0,false,2020-05-22 02:43:49.548617+00,2020-05-22 02:43:49.548659+00,1896,39,1
893,0.0,false,2020-05-22 02:43:54.703808+00,2020-05-22 02:43:54.703843+00,1897,39,1
900,0.0,false,2020-05-22 02:44:16.67306+00,2020-05-22 02:44:16.673109+00,1898,39,1
901,0.0,false,2020-05-22 02:45:01.214675+00,2020-05-22 02:45:01.214714+00,1899,42,1
902,0.0,false,2020-05-22 02:45:12.195169+00,2020-05-22 02:45:12.195205+00,1900,39,1
903,0.0,false,2020-05-22 02:45:25.156838+00,2020-05-22 02:45:25.156865+00,1901,39,1
904,0.0,false,2020-05-22 02:45:35.872206+00,2020-05-22 02:45:35.872252+00,1902,42,1
905,0.0,false,2020-05-22 02:45:39.116111+00,2020-05-22 02:45:39.116136+00,1902,43,1
906,0.0,false,2020-05-22 02:45:46.611779+00,2020-05-22 02:45:46.611807+00,1901,42,1
907,0.0,false,2020-05-22 02:45:55.394649+00,2020-05-22 02:45:55.394693+00,1903,45,1
908,0.0,false,2020-05-22 02:45:56.968207+00,2020-05-22 02:45:56.968231+00,1903,44,1
909,0.0,false,2020-05-22 02:58:27.378761+00,2020-05-22 02:58:27.378809+00,2589,85,1
911,0.0,false,2020-05-22 02:58:47.551305+00,2020-05-22 02:58:47.551399+00,2590,82,1
912,0.0,false,2020-05-22 02:58:55.699474+00,2020-05-22 02:58:55.699512+00,2591,82,1
913,0.0,false,2020-05-22 02:59:12.362991+00,2020-05-22 02:59:12.363017+00,2592,82,1
914,0.0,false,2020-05-22 03:01:22.555017+00,2020-05-22 03:01:22.555065+00,2593,85,1
915,0.0,false,2020-05-22 03:02:13.619527+00,2020-05-22 03:02:13.619574+00,2594,82,1
916,0.0,false,2020-05-22 03:02:29.988971+00,2020-05-22 03:02:29.989015+00,2595,82,1
917,0.0,false,2020-05-22 03:06:52.259876+00,2020-05-22 03:06:52.259921+00,1904,41,1
918,0.0,false,2020-05-22 03:06:54.144601+00,2020-05-22 03:06:54.144646+00,1905,45,1
919,0.0,false,2020-05-22 03:06:57.396827+00,2020-05-22 03:06:57.396877+00,1906,44,1
920,0.0,false,2020-05-22 03:06:58.186064+00,2020-05-22 03:06:58.186092+00,1906,45,1
921,0.0,false,2020-05-22 03:07:03.545098+00,2020-05-22 03:07:03.545152+00,1907,41,1
922,0.0,false,2020-05-22 03:07:05.36025+00,2020-05-22 03:07:05.360295+00,1908,41,1
923,0.0,false,2020-05-22 03:07:11.498228+00,2020-05-22 03:07:11.498273+00,1909,41,1
924,0.0,false,2020-05-22 03:07:14.343832+00,2020-05-22 03:07:14.343871+00,1910,41,1
925,0.0,false,2020-05-22 03:07:22.103629+00,2020-05-22 03:07:22.103675+00,1911,39,1
926,0.0,false,2020-05-22 03:07:27.266309+00,2020-05-22 03:07:27.266355+00,1912,39,1
927,0.0,false,2020-05-22 03:07:30.732081+00,2020-05-22 03:07:30.732127+00,1912,45,1
928,0.0,false,2020-05-22 03:07:32.26039+00,2020-05-22 03:07:32.260434+00,1913,45,1
929,0.0,false,2020-05-22 03:07:40.167812+00,2020-05-22 03:07:40.167851+00,1914,39,1
930,0.0,false,2020-05-22 03:07:47.200543+00,2020-05-22 03:07:47.200588+00,1915,39,1
931,0.0,false,2020-05-22 03:07:49.07041+00,2020-05-22 03:07:49.070454+00,1916,39,1
932,0.0,false,2020-05-22 03:08:57.851759+00,2020-05-22 03:08:57.85183+00,1917,39,1
933,0.0,false,2020-05-22 03:09:02.947875+00,2020-05-22 03:09:02.947915+00,1918,39,1
934,0.0,false,2020-05-22 03:09:11.022706+00,2020-05-22 03:09:11.022734+00,1919,39,1
935,0.0,false,2020-05-22 03:09:20.955868+00,2020-05-22 03:09:20.958656+00,1920,39,1
936,0.0,false,2020-05-22 03:09:24.827772+00,2020-05-22 03:09:24.827818+00,1921,39,1
937,0.0,false,2020-05-22 03:09:41.154395+00,2020-05-22 03:09:41.154437+00,1922,41,1
938,0.0,false,2020-05-22 03:10:59.126036+00,2020-05-22 03:10:59.126077+00,1923,45,1
941,0.0,false,2020-05-22 03:12:21.250392+00,2020-05-22 03:12:21.250434+00,1925,39,1
942,0.0,false,2020-05-22 03:12:26.303786+00,2020-05-22 03:12:26.303831+00,1924,39,1
943,0.0,false,2020-05-22 03:12:43.098853+00,2020-05-22 03:12:43.0989+00,1926,43,1
944,0.0,false,2020-05-22 03:12:46.03251+00,2020-05-22 03:12:46.032557+00,1927,43,1
945,0.0,false,2020-05-22 03:16:24.88881+00,2020-05-22 03:16:24.88885+00,1928,39,1
946,0.0,false,2020-05-22 03:16:27.520032+00,2020-05-22 03:16:27.520127+00,1929,39,1
947,0.0,false,2020-05-22 03:16:29.115039+00,2020-05-22 03:16:29.115088+00,1930,39,1
948,0.0,false,2020-05-22 03:16:31.634901+00,2020-05-22 03:16:31.634939+00,1931,39,1
949,0.0,false,2020-05-22 03:21:52.111021+00,2020-05-22 03:21:52.111067+00,1932,39,1
950,0.0,false,2020-05-22 03:22:08.430891+00,2020-05-22 03:22:08.430918+00,2595,83,1
952,0.0,false,2020-05-22 03:23:37.751919+00,2020-05-22 03:23:37.751958+00,1933,39,1
953,0.0,false,2020-05-22 03:23:44.066067+00,2020-05-22 03:23:44.066112+00,2596,82,1
954,0.0,false,2020-05-22 03:24:18.667583+00,2020-05-22 03:24:18.667633+00,1934,39,1
955,0.0,false,2020-05-22 03:24:21.585616+00,2020-05-22 03:24:21.585663+00,1935,43,1
956,0.0,false,2020-05-22 03:24:32.05179+00,2020-05-22 03:24:32.051837+00,1936,43,1
957,0.0,false,2020-05-22 03:24:36.089073+00,2020-05-22 03:24:36.089108+00,1937,43,1
959,0.0,false,2020-05-22 03:24:44.923167+00,2020-05-22 03:24:44.923211+00,2597,83,1
960,0.0,false,2020-05-22 03:25:30.37464+00,2020-05-22 03:25:30.374671+00,1938,39,1
961,0.0,false,2020-05-22 03:25:33.153472+00,2020-05-22 03:25:33.153515+00,1939,39,1
962,0.0,false,2020-05-22 03:26:43.760276+00,2020-05-22 03:26:43.760318+00,1940,39,1
963,0.0,false,2020-05-22 03:26:46.36372+00,2020-05-22 03:26:46.363763+00,1941,39,1
964,0.0,false,2020-05-22 03:27:01.79832+00,2020-05-22 03:27:01.798348+00,1942,39,1
965,0.0,false,2020-05-22 03:27:23.67118+00,2020-05-22 03:27:23.671224+00,1943,39,1
966,0.0,false,2020-05-22 03:27:26.200096+00,2020-05-22 03:27:26.200136+00,1944,39,1
967,0.0,false,2020-05-22 03:27:28.506833+00,2020-05-22 03:27:28.506863+00,1945,39,1
968,0.0,false,2020-05-22 03:28:52.172687+00,2020-05-22 03:28:52.172711+00,2598,85,1
969,0.0,false,2020-05-22 03:30:34.589701+00,2020-05-22 03:30:34.589746+00,2599,86,1
970,0.0,false,2020-05-22 03:30:48.770709+00,2020-05-22 03:30:48.770753+00,2600,85,1
971,0.0,false,2020-05-22 03:32:49.561594+00,2020-05-22 03:32:49.561614+00,1946,39,1
972,0.0,false,2020-05-22 03:32:54.563913+00,2020-05-22 03:32:54.563959+00,1947,39,1
973,0.0,false,2020-05-22 03:34:15.134484+00,2020-05-22 03:34:15.134568+00,1948,41,1
974,0.0,false,2020-05-22 03:34:25.105561+00,2020-05-22 03:34:25.105607+00,1949,45,1
975,0.0,false,2020-05-22 03:34:28.708708+00,2020-05-22 03:34:28.708751+00,1949,41,1
976,0.0,false,2020-05-22 03:34:31.733397+00,2020-05-22 03:34:31.733426+00,1950,45,1
977,0.0,false,2020-05-22 03:34:33.112024+00,2020-05-22 03:34:33.112061+00,1951,45,1
979,0.0,false,2020-05-22 03:34:43.931635+00,2020-05-22 03:34:43.931655+00,1953,43,1
980,0.0,false,2020-05-22 03:34:52.086192+00,2020-05-22 03:34:52.086236+00,1952,42,1
982,0.0,false,2020-05-22 03:52:46.688617+00,2020-05-22 03:52:46.688656+00,1054,68,1
985,0.0,false,2020-05-22 03:53:21.40756+00,2020-05-22 03:53:21.407604+00,1055,70,1
986,0.0,false,2020-05-22 03:53:22.8135+00,2020-05-22 03:53:22.813528+00,1055,72,1
987,0.0,false,2020-05-22 03:55:56.127158+00,2020-05-22 03:55:56.127192+00,1056,70,1
988,0.0,false,2020-05-22 03:56:09.335811+00,2020-05-22 03:56:09.335857+00,1057,74,1
989,0.0,false,2020-05-22 03:56:26.467571+00,2020-05-22 03:56:26.467616+00,1058,73,1
990,0.0,false,2020-05-22 03:56:44.877283+00,2020-05-22 03:56:44.877305+00,1059,70,1
991,0.0,false,2020-05-22 03:56:45.684133+00,2020-05-22 03:56:45.68418+00,1059,71,1
992,0.0,false,2020-05-22 03:56:52.013696+00,2020-05-22 03:56:52.013732+00,1060,71,1
993,0.0,false,2020-05-22 03:56:52.77328+00,2020-05-22 03:56:52.77331+00,1060,70,1
994,0.0,false,2020-05-22 03:57:04.6227+00,2020-05-22 03:57:04.622728+00,1061,71,1
995,0.0,false,2020-05-22 03:57:19.815852+00,2020-05-22 03:57:19.815877+00,1062,73,1
996,0.0,false,2020-05-22 03:58:02.284768+00,2020-05-22 03:58:02.284815+00,821,75,1
997,0.0,false,2020-05-22 03:58:31.359417+00,2020-05-22 03:58:31.359824+00,1063,70,1
998,0.0,false,2020-05-22 03:58:31.960429+00,2020-05-22 03:58:31.960527+00,1063,71,1
999,0.0,false,2020-05-22 04:00:22.484878+00,2020-05-22 04:00:22.484912+00,1064,73,1
1000,0.0,false,2020-05-22 04:00:38.555304+00,2020-05-22 04:00:38.555344+00,1065,68,1
1001,0.0,false,2020-05-22 04:00:41.159392+00,2020-05-22 04:00:41.159421+00,1066,74,1
1002,0.0,false,2020-05-22 04:01:10.740155+00,2020-05-22 04:01:10.740178+00,1067,70,1
1003,0.0,false,2020-05-22 04:01:11.487904+00,2020-05-22 04:01:11.487928+00,1067,71,1
1005,0.0,false,2020-05-22 04:01:41.024193+00,2020-05-22 04:01:41.024216+00,1068,68,1
1006,0.0,false,2020-05-22 04:01:53.973432+00,2020-05-22 04:01:53.97347+00,1069,72,1
1007,0.0,false,2020-05-22 04:02:42.741423+00,2020-05-22 04:02:42.741449+00,1070,68,1
1008,0.0,false,2020-05-22 04:03:13.246413+00,2020-05-22 04:03:13.246451+00,1071,73,1
1009,0.0,false,2020-05-22 04:04:02.854618+00,2020-05-22 04:04:02.854643+00,1072,68,1
1013,0.0,false,2020-05-22 04:04:59.10311+00,2020-05-22 04:04:59.103131+00,1073,73,1
1014,0.0,false,2020-05-22 04:05:20.231651+00,2020-05-22 04:05:20.231673+00,1074,71,1
1015,0.0,false,2020-05-22 04:05:25.529697+00,2020-05-22 04:05:25.529719+00,1075,70,1
1016,0.0,false,2020-05-22 04:05:28.235456+00,2020-05-22 04:05:28.235481+00,1076,74,1
1017,0.0,false,2020-05-22 04:05:32.086886+00,2020-05-22 04:05:32.086915+00,1077,70,1
1018,0.0,false,2020-05-22 04:05:52.61163+00,2020-05-22 04:05:52.611654+00,1078,68,1
1019,0.0,false,2020-05-22 04:05:55.744478+00,2020-05-22 04:05:55.744519+00,1079,70,1
1020,0.0,false,2020-05-22 04:05:58.126707+00,2020-05-22 04:05:58.126734+00,1080,70,1
1021,0.0,false,2020-05-22 04:06:08.803596+00,2020-05-22 04:06:08.80362+00,1081,68,1
1022,0.0,false,2020-05-22 04:06:24.507012+00,2020-05-22 04:06:24.507039+00,1082,68,1
1023,0.0,false,2020-05-22 04:06:29.611454+00,2020-05-22 04:06:29.611472+00,1083,68,1
1024,0.0,false,2020-05-22 04:06:48.367241+00,2020-05-22 04:06:48.367281+00,1084,71,1
1025,0.0,false,2020-05-22 04:06:55.486897+00,2020-05-22 04:06:55.486945+00,1085,71,1
1026,0.0,false,2020-05-22 04:07:01.073849+00,2020-05-22 04:07:01.073877+00,1086,68,1
1027,0.0,false,2020-05-22 04:07:08.731463+00,2020-05-22 04:07:08.731485+00,1087,71,1
1028,0.0,false,2020-05-22 04:07:23.852314+00,2020-05-22 04:07:23.852355+00,1088,69,1
1029,0.0,false,2020-05-22 04:07:41.742635+00,2020-05-22 04:07:41.742663+00,1089,68,1
1030,0.0,false,2020-05-22 04:07:59.263636+00,2020-05-22 04:07:59.263657+00,1090,70,1
1031,0.0,false,2020-05-22 04:08:07.784405+00,2020-05-22 04:08:07.78445+00,1091,74,1
1032,0.0,false,2020-05-22 04:08:20.511804+00,2020-05-22 04:08:20.511848+00,1092,68,1
1033,0.0,false,2020-05-22 04:08:37.98781+00,2020-05-22 04:08:37.987837+00,1093,68,1
1034,0.0,false,2020-05-22 04:08:42.970822+00,2020-05-22 04:08:42.970866+00,1094,74,1
1035,0.0,false,2020-05-22 04:08:57.744969+00,2020-05-22 04:08:57.744988+00,1095,68,1
1037,0.0,false,2020-05-22 04:09:03.680835+00,2020-05-22 04:09:03.680863+00,1096,74,1
1038,0.0,false,2020-05-22 04:09:13.099667+00,2020-05-22 04:09:13.099712+00,1097,72,1
1039,0.0,false,2020-05-22 04:09:30.040103+00,2020-05-22 04:09:30.040151+00,1098,68,1
1040,0.0,false,2020-05-22 04:09:41.632791+00,2020-05-22 04:09:41.632835+00,1099,71,1
1041,0.0,false,2020-05-22 04:09:58.945984+00,2020-05-22 04:09:58.94602+00,1100,71,1
1042,0.0,false,2020-05-22 04:10:13.783679+00,2020-05-22 04:10:13.783728+00,1101,71,1
1043,0.0,false,2020-05-22 04:10:23.994265+00,2020-05-22 04:10:23.994305+00,1102,68,1
1044,0.0,false,2020-05-22 04:10:39.085591+00,2020-05-22 04:10:39.085638+00,1103,68,1
1046,0.0,false,2020-05-22 04:10:48.350096+00,2020-05-22 04:10:48.350118+00,1104,74,1
1047,0.0,false,2020-05-22 04:10:53.810361+00,2020-05-22 04:10:53.810408+00,1105,74,1
1048,0.0,false,2020-05-22 04:11:12.685619+00,2020-05-22 04:11:12.685648+00,1106,68,1
1049,0.0,false,2020-05-22 04:11:16.174746+00,2020-05-22 04:11:16.174769+00,1107,74,1
1050,0.0,false,2020-05-22 04:11:18.135715+00,2020-05-22 04:11:18.13576+00,1108,74,1
1051,0.0,false,2020-05-22 04:11:30.456964+00,2020-05-22 04:11:30.457012+00,1109,73,1
1052,0.0,false,2020-05-22 04:11:46.716171+00,2020-05-22 04:11:46.716194+00,1110,68,1
1053,0.0,false,2020-05-22 04:11:52.18038+00,2020-05-22 04:11:52.180429+00,1111,74,1
1056,0.0,false,2020-05-22 04:12:15.481609+00,2020-05-22 04:12:15.481656+00,1112,68,1
1057,0.0,false,2020-05-22 04:12:18.727941+00,2020-05-22 04:12:18.727983+00,1113,70,1
1058,0.0,false,2020-05-22 04:12:21.422+00,2020-05-22 04:12:21.422039+00,1114,74,1
1059,0.0,false,2020-05-22 04:12:23.678215+00,2020-05-22 04:12:23.678238+00,1115,74,1
