document_id,text,meta,created_at,updated_at,annotations_approved_by_id,project_id
916,The reporter shall complete such certification and delivery within ten days after the indictment is returned unless the court for good cause makes an order extending time.,{},2020-05-20 21:12:58.080124+00,2020-05-20 21:12:58.080145+00,,16
917,The clerk shall file the original transcript and immediately deliver a copy to the prosecuting attorney and to each defendant or his attorney.,{},2020-05-20 21:12:58.081566+00,2020-05-20 21:12:58.081583+00,,16
918,"However, no copy shall be delivered to a defendant prior to his first appearance pursuant to Section 45.30.",{},2020-05-20 21:12:58.083003+00,2020-05-20 21:12:58.083019+00,,16
919,If the copy of testimony is not served as provided in this section the court shall on motion of the defendant continue the trial to such time as may be necessary to secure to the defendant receipt of a copy of such testimony ten days before such trial.,{},2020-05-20 21:12:58.084511+00,2020-05-20 21:12:58.084532+00,,16
920,(b) The transcript shall not be open to the public until ten days after the delivery to the defendant or his attorney.,{},2020-05-20 21:12:58.085966+00,2020-05-20 21:12:58.085982+00,,16
921,Thereafter the transcript shall be open to the public unless the court orders otherwise on its own motion or on motion of a party pending a determination as to whether all or part of the transcript should be sealed.,{},2020-05-20 21:12:58.087383+00,2020-05-20 21:12:58.087412+00,,16
922,"""... that nowhere in the statute was it stated that only such testimony before a grand jury which was used as the basis for the return of the indictment should be reported and transcribed; that a defendant who has been indicted by a grand jury is entitled to have a transcript of the testimony of all witnesses who testified before it during the course of an investigation which culminated in the indictment; and that any evidence produced before and",{},2020-05-20 21:12:58.08886+00,2020-05-20 21:12:58.088876+00,,16
923,"(1) all grand jury proceedings are to be recorded, except jury's deliberation but recording during formal recess is not required if recess is actually a hiatus in proceeding is which jurors do not discuss case with other; (2) no conversation is to be allowed between jurors and witnesses during recess; (3) no off-the-record conversation is to be allowed between jurors and prosecutors regarding the case or any legal aspect of it and (4) all actions of the prosecutor and jurors should be susceptible to review to insure defendant an impartial, just and unbiased hearing.",{},2020-05-20 21:12:58.090263+00,2020-05-20 21:12:58.09028+00,,16
924,DECISION AND ORDER,{},2020-05-20 21:12:58.091667+00,2020-05-20 21:12:58.091683+00,,16
925,"This matter came for hearing on May 16, 1980, to consider defendant Government's motion to strike certain documents attached in support of plaintiff's motion in opposition to summary judgment.",{},2020-05-20 21:12:58.093077+00,2020-05-20 21:12:58.093093+00,,16
926,"Plaintiff then orally moved the court to prohibit the Government from using any information which the defendant was precluded from using pursuant to order of the court dated September 11, 1979.",{},2020-05-20 21:12:58.094496+00,2020-05-20 21:12:58.094512+00,,16
927,"Upon hearing all the oral arguments of both parties, this court ruled to reserve decision.",{},2020-05-20 21:12:58.09589+00,2020-05-20 21:12:58.095907+00,,16
928,This court will now consider each motion separately.,{},2020-05-20 21:12:58.097296+00,2020-05-20 21:12:58.097313+00,,16
1777,DECISION AND ORDER,{},2020-05-20 21:15:25.922223+00,2020-05-20 21:15:25.922283+00,,10
929,DEFENDANT'S MOTION TO STRIKE The Government contends that its motion is supported by Rule 408 of the Rules of Evidence which prohibits the admission of evidence of compromise to prove liability.,{},2020-05-20 21:12:58.098753+00,2020-05-20 21:12:58.09877+00,,16
930,"The Government further contends that such documents are hearsay, violate the Best Evidence Rule, and are not properly authenticated.",{},2020-05-20 21:12:58.100214+00,2020-05-20 21:12:58.100231+00,,16
931,"Plaintiff, on oral argument, stated that the challenged documents were submitted for the purpose of estopping the Government from asserting as a defense the untimely filing of plaintiff's claim and action.",{},2020-05-20 21:12:58.101631+00,2020-05-20 21:12:58.101648+00,,16
932,This Court finds that Rule 408 creates an exception for the admissibility of evidence otherwise inadmissible if offered for purposes other than to prove liability.,{},2020-05-20 21:12:58.103028+00,2020-05-20 21:12:58.103044+00,,16
933,"Plaintiff does not seek to establish that the documents of compromise are an admission of liability on the part of the Government, but merely that negotiations were ongoing they are admissible.",{},2020-05-20 21:12:58.104549+00,2020-05-20 21:12:58.104566+00,,16
934,The Court fails to find weight in the Government's remaining arguments.,{},2020-05-20 21:12:58.10603+00,2020-05-20 21:12:58.106046+00,,16
935,"As to the issue of hearsay, the Court finds these documents to be non-hearsay.",{},2020-05-20 21:12:58.107614+00,2020-05-20 21:12:58.107631+00,,16
936,"With regard to the Best Evidence argument, where an original is unobtainable, or within the control of the party opponent, the Rule creates an exception for the introduction of copy in lieu of the original.",{},2020-05-20 21:12:58.109128+00,2020-05-20 21:12:58.109144+00,,16
937,"As regards the authenticity of the papers, unless there exists serious doubt as to the validity of the duplicate submitted, copies will be accepted by the Court.",{},2020-05-20 21:12:58.110656+00,2020-05-20 21:12:58.110672+00,,16
938,"Based on the foregoing, this Court finds no ground to strike the documents as submitted by plaintiff, and accordingly DENIES the Government's motion.",{},2020-05-20 21:12:58.112146+00,2020-05-20 21:12:58.112163+00,,16
939,"This Court, after reviewing the order, agrees that the intent of said order is to provide a blanket prohibition on the use of any information not properly answered.",{},2020-05-20 21:12:58.113626+00,2020-05-20 21:12:58.113643+00,,16
940,"At the time said order was issued, the Government did not make any objection to the blanket prohibition.",{},2020-05-20 21:12:58.115034+00,2020-05-20 21:12:58.115051+00,,16
941,"It is now argued by the Government that it is not utilizing any information precluded by the order, but is relying only on information contained it its answer to the complaint.",{},2020-05-20 21:12:58.116509+00,2020-05-20 21:12:58.116526+00,,16
942,"This Court believes that the order of September 11th clearly circumvents this argument, and that said order is an unconditional prohibition upon the Government from using any information relating to questions not properly answered.",{},2020-05-20 21:12:58.117949+00,2020-05-20 21:12:58.117966+00,,16
943,"It is not beyond the discretion of this Court to interpret a summary judgment proceeding as part of the overall trial, and therefore to interpret such a prohibition as applicable to such proceeding.",{},2020-05-20 21:12:58.119367+00,2020-05-20 21:12:58.119383+00,,16
944,"Having failed to provide proper answers to the requested interrogatories specifically relating to the ""Letter of Understanding"", this Court finds the Government is forthwith precluded from using such information in support of its motion for summary judgment.",{},2020-05-20 21:12:58.120848+00,2020-05-20 21:12:58.120878+00,,16
945,Plaintiff's motion prohibiting defendant from using the information referred to is hereby GRANTED.,{},2020-05-20 21:12:58.122389+00,2020-05-20 21:12:58.122406+00,,16
946,Defendant's motion is DENIED.,{},2020-05-20 21:12:58.123841+00,2020-05-20 21:12:58.123857+00,,16
947,Plaintiff's motion is GRANTED.,{},2020-05-20 21:12:58.125238+00,2020-05-20 21:12:58.125255+00,,16
948,SO ORDERED.,{},2020-05-20 21:12:58.126632+00,2020-05-20 21:12:58.126649+00,,16
949,".in the event that defendant fails to provide answers to those interrogatories that defendant previously responded to by answering 'N/A' or 'Not knowledgeable of the fact' on or before October 17, 1979, defendant shall be precluded from introducing the requested information in evidence for any purpose at the trial in this matter.""",{},2020-05-20 21:12:58.128018+00,2020-05-20 21:12:58.128034+00,,16
950,DECISION,{},2020-05-20 21:12:58.129424+00,2020-05-20 21:12:58.12944+00,,16
951,This case came before the court for trial.,{},2020-05-20 21:12:58.130849+00,2020-05-20 21:12:58.130865+00,,16
952,"Pursuant to Government Code §6500.15, trial was before the court, without jury.",{},2020-05-20 21:12:58.132383+00,2020-05-20 21:12:58.132399+00,,16
953,"During the course of the trial, testimony of plaintiff's witnesses disclosed that at the time of the incident alleged in plaintiff's complaint, plaintiff was driving a car belonging to the Guam Power Authority, that his car was assigned to plaintiff for this work, and at the time of the incident, plaintiff was driving the car to its assigned parking space, pursuant to standing instructions of his employer, the Guam Power Authority, at the time of the incident upon which the complaint is based, plaintiff was within the scope of his employment.",{},2020-05-20 21:12:58.13382+00,2020-05-20 21:12:58.133836+00,,16
954,Plaintiff did not willfully cause his own injury.,{},2020-05-20 21:12:58.135278+00,2020-05-20 21:12:58.135298+00,,16
955,"1 During the course of the trial, the plaintiff's proof having established that plaintiff was within the scope of his employment at the time of the incident, the court itself raised the issue of whether or not this action was barred under the Workmen's compensation Law, Government Code Sections 37000 et.",{},2020-05-20 21:12:58.136714+00,2020-05-20 21:12:58.136731+00,,16
956,seq.,{},2020-05-20 21:12:58.138189+00,2020-05-20 21:12:58.138205+00,,16
957,"This was proper and appropriate, for, although such a defense is normally barred by Rules of Civil Procedure 8(c) if not pleaded, the defendant may, nonetheless, take advantage of the plaintiff's proof, and, if necessary, the court will raise the issue itself.",{},2020-05-20 21:12:58.139629+00,2020-05-20 21:12:58.139645+00,,16
958,"See, 2A Moore's Federal Practice Paragraph 8.27 [3] and Wright, and Miller, Federal Practice and Procedure: Civil §1278.",{},2020-05-20 21:12:58.141117+00,2020-05-20 21:12:58.141133+00,,16
959,The Court asked for argument on this point and the issue was briefed.,{},2020-05-20 21:12:58.142634+00,2020-05-20 21:12:58.142651+00,,16
960,"Clearly, plaintiff is covered by the Workmen's Compensation Law.",{},2020-05-20 21:12:58.144129+00,2020-05-20 21:12:58.144145+00,,16
961,"This leaves, however, the question of whether or not the Government of Guam is a third party in relation to the plaintiff.",{},2020-05-20 21:12:58.146112+00,2020-05-20 21:12:58.146146+00,,16
962,"If the Government of Guam is actually the plaintiff's employer, Government Code §37005 bars this action.",{},2020-05-20 21:12:58.148005+00,2020-05-20 21:12:58.148039+00,,16
963,"If plaintiff is not an employee of the Government of Guam, then §37005 is no bar to this action.",{},2020-05-20 21:12:58.149693+00,2020-05-20 21:12:58.149711+00,,16
964,"This much is clear, plaintiff is clearly an employee",{},2020-05-20 21:12:58.151215+00,2020-05-20 21:12:58.151233+00,,16
965,"However, Government Code §21502 is, at first blush, ambiguous.",{},2020-05-20 21:12:58.152794+00,2020-05-20 21:12:58.152811+00,,16
966,It reads as follows:,{},2020-05-20 21:12:58.155149+00,2020-05-20 21:12:58.155165+00,,16
967,"2In determining whether or not agency relationship exists, control, or the right to control is considered.",{},2020-05-20 21:12:58.156663+00,2020-05-20 21:12:58.156681+00,,16
968,"See, Restatement, Agency 2d, p. 485, sec.",{},2020-05-20 21:12:58.158165+00,2020-05-20 21:12:58.158182+00,,16
969,"If the Guam Power Authority is ""autonomous"" as set forth in §21502, how can an agency relationship exist between it and the Government of Guam?",{},2020-05-20 21:12:58.159739+00,2020-05-20 21:12:58.159755+00,,16
970,"Yet, the same §21502 sets forth that the Guam Power Authority is an ""instrumentality"" of the Government of Guam.",{},2020-05-20 21:12:58.161237+00,2020-05-20 21:12:58.16126+00,,16
971,This is an apparent contradiction.,{},2020-05-20 21:12:58.163024+00,2020-05-20 21:12:58.163041+00,,16
972,It is unthinkable that the Legislature would have intended the Authority to be other than an instrumentality of the Government of Guam.,{},2020-05-20 21:12:58.164512+00,2020-05-20 21:12:58.164529+00,,16
973,"Further language in §21502 speaks of the Authority's being ""within the government"".",{},2020-05-20 21:12:58.166072+00,2020-05-20 21:12:58.166089+00,,16
974,"With all the Authority's special privileges, which include exemption from taxation, government retirement benefits, etc., the Guam Power Authority Act of 1968 would clearly be void as violative of 48 U.S.C. §1471 if the Authority were not within the Government of Guam.",{},2020-05-20 21:12:58.170052+00,2020-05-20 21:12:58.170068+00,,16
975,"Where the court is faced with two interpretations, one of which would hold the statute wholly void and the other of which would uphold the statute, it is clear that the legislative intent must be the latter interpretations.",{},2020-05-20 21:12:58.171596+00,2020-05-20 21:12:58.171613+00,,16
976,"Further, Government Code §21512(c), which was passed as part of the Guam Power Authority Act of 1968, as originally passed, specifically states that the manager, secretary, treasurer, comptroller and attorney of the Authority are not within the classified service of the Government of Guam.",{},2020-05-20 21:12:58.173117+00,2020-05-20 21:12:58.173134+00,,16
977,"Where it appears clearly from the tenor of the statute that employees of the Authority are employees of the Government, and the Legislature specifically exempts certain people from the operation of the statue, it is strong evidence that the",{},2020-05-20 21:12:58.174623+00,2020-05-20 21:12:58.174639+00,,16
978,"3It should be further noted that while Authority employees are covered by Workmen's Compensation, the benefits are actually paid from the Government of Guam's Workmen's Compensation Fund, Government Code §21512(b).",{},2020-05-20 21:12:58.176177+00,2020-05-20 21:12:58.176193+00,,16
979,"Although the Fund may recoup these payments from the Authority on an annual basis pursuant to this Section, the liability for Workmen's Compensation payments is upon the Government of Guam.",{},2020-05-20 21:12:58.177748+00,2020-05-20 21:12:58.177765+00,,16
980,"This being the case, the Government of Guam cannot, as a matter of law, be a third party with respect to plaintiff.",{},2020-05-20 21:12:58.179251+00,2020-05-20 21:12:58.179267+00,,16
981,"See, Brown v. Arrington Construction Co., 74 Idaho 338, 262 P.2d 789, dicta (1953).",{},2020-05-20 21:12:58.180902+00,2020-05-20 21:12:58.180929+00,,16
982,The case cited by plaintiff in this regard are unpersuasive.,{},2020-05-20 21:12:58.182499+00,2020-05-20 21:12:58.182525+00,,16
983,"Thus, the bare fact that compensation to plaintiff under the Worlonen's Compensation Law would come from the Government of Guam's Workmen's Compensation Fund is sufficient to bar plaintiff's claim under Government Code §37005.",{},2020-05-20 21:12:58.18409+00,2020-05-20 21:12:58.184109+00,,16
984,"Although Government Code §6500.10 speaks of suing the Government of Guam as the exclusive remedy, this is a law of general applicability.",{},2020-05-20 21:12:58.185688+00,2020-05-20 21:12:58.185705+00,,16
985,"This Section does not, therefore, override the specific provisions of Government Code 37005 that make the Workmen's Compensation Law the exclusive remedy against the Government of Guam in some cases.",{},2020-05-20 21:12:58.187172+00,2020-05-20 21:12:58.18719+00,,16
986,"See, 1A Sutherland, Statutory Construction Section 23.16.",{},2020-05-20 21:12:58.188613+00,2020-05-20 21:12:58.188636+00,,16
987,See also.,{},2020-05-20 21:12:58.190066+00,2020-05-20 21:12:58.190082+00,,16
988,Government Code §6500.12.,{},2020-05-20 21:12:58.191495+00,2020-05-20 21:12:58.191512+00,,16
989,Judgment shall be for defendant.,{},2020-05-20 21:12:58.192972+00,2020-05-20 21:12:58.192991+00,,16
990,§21502.,{},2020-05-20 21:12:58.194407+00,2020-05-20 21:12:58.194425+00,,16
991,Establishment.,{},2020-05-20 21:12:58.19582+00,2020-05-20 21:12:58.195838+00,,16
992,"There is within, and a public corporation and autonomous instrumentality of, the Government of Guam a Guam Power Authority.",{},2020-05-20 21:12:58.197237+00,2020-05-20 21:12:58.197253+00,,16
993,"The above entitled action came on regularly to be heard on the 23rd day of January, 1978, Honorable Cristobal C. Dueñas, Judge of said Court, presiding; the petitioner, Russell Wong, Deputy, Consumer Counsel, a public official, appearing and being represented by his attorney, Ronald J. Cristal, Assistant Attorney General, and Doris Camina, Director, Bureau of Budget and Management Research, a public official, appearing without counsel, whereupon the papers filed by the petitioner and the stipulation filed by the respondent and petitioner were received, the case having been argued and submitted to the Court for its decision and the Court having duly considered the matters submitted and the argument of counsel, and being fully advised in the premises, did render and file its Findings of Fact and Conclusions of Law, and, pursuant to said Findings of Fact and Conclusions of Law,",{},2020-05-20 21:12:58.198693+00,2020-05-20 21:12:58.19871+00,,16
994,"IT IS HEREBY ORDERED, ADJUDGED AND DECREED, that Guam P.L.",{},2020-05-20 21:12:58.200151+00,2020-05-20 21:12:58.200167+00,,16
995,14-83 is null and void with respect to all grants and appropriations made by the United States to the government of Guam where the grant or appropriation provides one hundred percent of the funding for a specific project or purpose and which grant or appropriation makes no provision for local legislative control.,{},2020-05-20 21:12:58.201614+00,2020-05-20 21:12:58.201634+00,,16
996,"This Memorandum Order follows a February 22, 1980 Order of the District Court which required the immediate return of Petitioners STRAUSS, ROOT, SANTOS and REYES to the Halfway House Community Correctional Facility from which they were transferred without due process of law.",{},2020-05-20 21:12:58.203088+00,2020-05-20 21:12:58.203104+00,,16
997,"While the facts are different in each of the above-captioned cases, there can be no question that each Petitioner was removed from the Work Release Program of the Department of Corrections and returned to the Guam Penitentiary, Adult Main Facility without a proper hearing.",{},2020-05-20 21:12:58.204544+00,2020-05-20 21:12:58.20456+00,,16
998,"A prisoner has certain vested rights, similar to a parolee, once he is afforced the benefits of participating in a work-release program.",{},2020-05-20 21:12:58.205991+00,2020-05-20 21:12:58.206007+00,,16
999,"As stated in Durso v. Rowe, 579 F.2d 1365 (7th Cir.",{},2020-05-20 21:12:58.207415+00,2020-05-20 21:12:58.207432+00,,16
1000,1978) at 1371:,{},2020-05-20 21:12:58.208807+00,2020-05-20 21:12:58.208824+00,,16
1001,No evidence was presented by the Department of Corrections to suggest that there were exigent circumstances which would justify the removal of the petitioners from the work-release hearing without a prior hearing.,{},2020-05-20 21:12:58.210311+00,2020-05-20 21:12:58.210328+00,,16
1002,"Obviously prison administrators have great discretion in supervising prisoners; however, it is only when a prisoner's actions might reasonably endanger prison security or the safety of the public in general, that a prisoner's vested rights may be temporarily suspended prior to a full and adequate hearing.",{},2020-05-20 21:12:58.211725+00,2020-05-20 21:12:58.211741+00,,16
1003,"Strauss was returned to the Adult Main Facility on December 5, 1979, where at a preliminary hearing the charges were read to him and he was asked how he wanted to plead.",{},2020-05-20 21:12:58.21314+00,2020-05-20 21:12:58.213156+00,,16
1004,"Strauss was then put in closed confinement for approximately a week where he was restricted to his cell for twenty-four hours a day, except for a half hour to take a shower and fresh air.",{},2020-05-20 21:12:58.214584+00,2020-05-20 21:12:58.2146+00,,16
1913,No. 90F-79).,{},2020-05-20 21:15:26.133937+00,2020-05-20 21:15:26.133954+00,,10
1005,The charges brought against Strauss had to do with an incident occurring around Thanksgiving when he called a local newspaper to complain about the fact that certain holiday furloughs had been cancelled.,{},2020-05-20 21:12:58.216001+00,2020-05-20 21:12:58.216017+00,,16
1006,"On December 11, 1979 a final hearing was held, which resulted in Strauss permanent removal from the work-release program and a demotion in step level.",{},2020-05-20 21:12:58.217488+00,2020-05-20 21:12:58.217504+00,,16
1007,"Root was returned to the Adult Main Facility sometime around March 26, 1978, and he was put into solitary confinement without the benefit of a hearing.",{},2020-05-20 21:12:58.21898+00,2020-05-20 21:12:58.218996+00,,16
1008,"On April 28, 1978 three was a reclassification hearing, where, according to his testimony, he was not given an opportunity to question witnesses regarding the assault charges brought against him.",{},2020-05-20 21:12:58.220415+00,2020-05-20 21:12:58.220432+00,,16
1009,"Santos was taken out of the work-release program and returned to the Adult Main Facility on January 6, 1980, where he was placed in solitary confinement.",{},2020-05-20 21:12:58.221876+00,2020-05-20 21:12:58.221893+00,,16
1010,"There was a final hearing on January 18, 1980, where he was charged with possession of alcohol and antagonizing another inmate.",{},2020-05-20 21:12:58.223313+00,2020-05-20 21:12:58.22333+00,,16
1011,"After the final hearing, he was placed in closed confinement for thirty days, with an additional thirty-day probation.",{},2020-05-20 21:12:58.22473+00,2020-05-20 21:12:58.224746+00,,16
1012,"Reyes was returned to the Adult Main Facility on November 25, 1978.",{},2020-05-20 21:12:58.226166+00,2020-05-20 21:12:58.226183+00,,16
1013,"He was immediately placed in closed confinement until a hearing on December 13, 1978 when he was found guilty of fighting with another inmate.",{},2020-05-20 21:12:58.227569+00,2020-05-20 21:12:58.227586+00,,16
1014,Prison officials allegedly the denied Reyes' request to produce certain witnesses.,{},2020-05-20 21:12:58.228965+00,2020-05-20 21:12:58.228986+00,,16
1141,Off-the-record discussions may lend credence to such criticism.,{},2020-05-20 21:14:14.12893+00,2020-05-20 21:14:14.128947+00,,15
1015,"As developed above, the removal of a prisoner from a work-release program can result in a grievous loss of employment and certain due process standards attach to protect these rights to participate in the Step IV program.",{},2020-05-20 21:12:58.230447+00,2020-05-20 21:12:58.230463+00,,16
1016,Not only were,{},2020-05-20 21:12:58.231916+00,2020-05-20 21:12:58.231949+00,,16
1017,"This is not to minimize the seriousness of the offenses charged; however, benefits afforded a prisoner on a work-release program are similar to those of a prisoner on parole, thus requiring greater rights to a hearing than might normally be associated with general prison discipline and administrative procedures.",{},2020-05-20 21:12:58.233426+00,2020-05-20 21:12:58.233443+00,,16
1018,The uncontradicted testimony of Root and Reyes suggest that the right to confront and produce witnesses was limited when their cases were heard.,{},2020-05-20 21:12:58.234898+00,2020-05-20 21:12:58.234914+00,,16
1019,"The February 22, 1980 Order of the District Court, returning the petitioners to the Halfway House Facility, is not a ruling on the merits of the charges against them.",{},2020-05-20 21:12:58.236306+00,2020-05-20 21:12:58.236324+00,,16
1020,"The Order was issued so that petitioners' partially vested rights could be reestablished fully, pending a fair and adequate hearing seeking to divest any such rights to work on the outside.",{},2020-05-20 21:12:58.237993+00,2020-05-20 21:12:58.238025+00,,16
1021,"The Government has failed to show any justification for not conducting an adequate hearing before petitioners' actual removal from the work-release program, and for not affording petitioners their full due process rights at such a hearing.",{},2020-05-20 21:12:58.239634+00,2020-05-20 21:12:58.239668+00,,16
1022,"In some cases the gravity of certain offenses could justify the disciplinary removal of a prisoner from work release prior to a full hearing; however, no exigent circumstances to justify such removal have been shown by the Government to exist in the cases at bar.",{},2020-05-20 21:12:58.241128+00,2020-05-20 21:12:58.241145+00,,16
1023,"Finally, the Government contends that the Director does not have the authority to transfer prisoners out of the Adult Main Facility to participate in work-release program, citing to §39100.2 and §55015 of the Government Code (providing that no prisoner at the Adult Main Facility shall be allowed to participate in any extramural program without the express order of the parole board).",{},2020-05-20 21:12:58.242804+00,2020-05-20 21:12:58.242872+00,,16
1024,"However, assuming that these sections apply to the petitioners, it would seem that the Director conversely has no authority to remove prisoners from the Halfway House Correctional Facility without the express approval of the parole board.",{},2020-05-20 21:12:58.244451+00,2020-05-20 21:12:58.244473+00,,16
1025,"See e.g. Durso v. Rowe, supra, and §39100.2 of the Government Code, stating that the provisions of the Chapter dealing with parole shall apply when considering the eligibility for extramural programs.",{},2020-05-20 21:12:58.246287+00,2020-05-20 21:12:58.246322+00,,16
1026,"There is no question that the petitioners' rights guaranteed under Wolff v. McDonnel, 418 U.S. 539, 94 S.Ct.",{},2020-05-20 21:12:58.247987+00,2020-05-20 21:12:58.248007+00,,16
1027,"2963, 41 L.Ed.2d 935 (1974) and its progeny (e.g. Durso v. Rowe, supra) were ignored by the Director of Corrections.",{},2020-05-20 21:12:58.24968+00,2020-05-20 21:12:58.249699+00,,16
1028,"With the reestablishment of petitioners' rights to participate in the Halfway House Correctional Work-Release Program, the",{},2020-05-20 21:12:58.251335+00,2020-05-20 21:12:58.251354+00,,16
1029,SO ORDERED.,{},2020-05-20 21:12:58.252773+00,2020-05-20 21:12:58.252791+00,,16
1030,"Dated this 25th day of March, 1980.",{},2020-05-20 21:12:58.254202+00,2020-05-20 21:12:58.254221+00,,16
1031,"""We are compelled to note the strong similarities between parole and work-release.",{},2020-05-20 21:12:58.255677+00,2020-05-20 21:12:58.255699+00,,16
1032,"Indeed, many of the 'core values of unqualified liberty' which the Supreme Court recognized that parolees enjoy, see Morrissey, supra, 408 U.S. at 482, 92 S.Ct.",{},2020-05-20 21:12:58.259755+00,2020-05-20 21:12:58.25978+00,,16
1033,"2593, are also present here.",{},2020-05-20 21:12:58.261387+00,2020-05-20 21:12:58.261405+00,,16
1034,"Like a parolee, a convict on work-release can pursue employment or education.",{},2020-05-20 21:12:58.262926+00,2020-05-20 21:12:58.262943+00,,16
1035,He is eligible for leaves to renew contacts with his family.,{},2020-05-20 21:12:58.26453+00,2020-05-20 21:12:58.264548+00,,16
1036,"He may also be released to participate in unsupervised activities in the community, such as shopping, recreation and visiting friends.",{},2020-05-20 21:12:58.265988+00,2020-05-20 21:12:58.266005+00,,16
1037,A work-release participant's freedom is more,{},2020-05-20 21:12:58.26743+00,2020-05-20 21:12:58.267447+00,,16
1038,DECISION AND ORDER,{},2020-05-20 21:12:58.268906+00,2020-05-20 21:12:58.268923+00,,16
1039,"This matter came on for hearing on April 4, 1980 to hear defendant, Gretchen Luttrell's, motion to quash service of summons by publication based on insufficiency of process.",{},2020-05-20 21:12:58.270327+00,2020-05-20 21:12:58.270344+00,,16
1040,"Plaintiff appeared through counsel Paul J. Rodgers, and defendant was represented by counsel E. R. Crain.",{},2020-05-20 21:12:58.271741+00,2020-05-20 21:12:58.271757+00,,16
1041,Court ruled to reserve decision.,{},2020-05-20 21:12:58.273152+00,2020-05-20 21:12:58.273168+00,,16
1042,"This court, upon review of all the records submitted herein, denies defendant's motion for the following reasons.",{},2020-05-20 21:12:58.274653+00,2020-05-20 21:12:58.274669+00,,16
1043,"Defendant bases her motion on the inconsistencies arising between the original summons mailed to her November 16, 1979 pursuant to the original complaint, and the summons she subsequently received December 31, 1979 mailed pursuant to plaintiff's amended complaint and order of the court for service by publication issued December 18, 1979.",{},2020-05-20 21:12:58.276415+00,2020-05-20 21:12:58.276452+00,,16
1044,The Court bases its decision upon the sufficiency of the summons mailed in December pursuant to the order for publication.,{},2020-05-20 21:12:58.277989+00,2020-05-20 21:12:58.278008+00,,16
1045,The court will not consider the sufficiency of the summons mailed November which was not directed by the court for publication.,{},2020-05-20 21:12:58.279557+00,2020-05-20 21:12:58.279575+00,,16
1046,"Section 413 of the Code of Civil Procedure provides the time frame within which a defendant must respond to the summons served by order of publication, ""... the service of the summons is complete at the expiration of the time prescribed by the order of publication.""",{},2020-05-20 21:12:58.281283+00,2020-05-20 21:12:58.281318+00,,16
1047,A defendant must respond prior to the expiration of the order.,{},2020-05-20 21:12:58.283157+00,2020-05-20 21:12:58.283191+00,,16
1048,"As indicated by the order of publication issued December 18, 1979, the court allowed a two",{},2020-05-20 21:12:58.284775+00,2020-05-20 21:12:58.284808+00,,16
1049,"Plaintiff contends that even if a defect were to exist in the summons, over 100 days have since elapsed and as yet defendant has not filed a response, thus inferring that any response now would be untimely.",{},2020-05-20 21:12:58.286371+00,2020-05-20 21:12:58.286394+00,,16
1050,It would seem inequitable for this court to bind defendant to the two (2) month requirement for response when due in part to clerical error by the clerk the summons was served in a defective state.,{},2020-05-20 21:12:58.288004+00,2020-05-20 21:12:58.288024+00,,16
1051,"Therefore, defendant shall be allowed an additional period within which to file her answer in this case.",{},2020-05-20 21:12:58.289517+00,2020-05-20 21:12:58.289572+00,,16
1052,"IT IS HEREBY ORDERED that defendant's motion to quash is DENIED, and that defendant file an answer herein with 30 days of this order.",{},2020-05-20 21:12:58.291196+00,2020-05-20 21:12:58.291213+00,,16
1053,SO ORDERED.,{},2020-05-20 21:12:58.292715+00,2020-05-20 21:12:58.292737+00,,16
1054,This matter came before the court on Plaintiff's motion for an order to show cause.,{},2020-05-20 21:14:13.993451+00,2020-05-20 21:14:13.993483+00,,15
1055,"The defendant interposed as a defense to the granting of such a motion that §139 of the Civil Code which provides for the payment of child support by fathers, but not by mothers, is a violation of equal protection of the law on the basis of sex.",{},2020-05-20 21:14:13.995752+00,2020-05-20 21:14:13.995781+00,,15
1056,There can be little doubt that Civil Code §139 is exactly the sort of law condemned as a violation of the equal protection of the laws by Orr v. Orr 99 S.Ct.,{},2020-05-20 21:14:13.99735+00,2020-05-20 21:14:13.99737+00,,15
1057,1102 (1979).,{},2020-05-20 21:14:13.998868+00,2020-05-20 21:14:13.998886+00,,15
1058,"However, this is not dispositive of the question before the court.",{},2020-05-20 21:14:14.000544+00,2020-05-20 21:14:14.000563+00,,15
1059,"First, Civil Code §138 provides a basis for the award of child support which is not sex based.",{},2020-05-20 21:14:14.002305+00,2020-05-20 21:14:14.002323+00,,15
1060,"Thus, even if §139 were found to be void as urged, there is a basis for the award of child support.",{},2020-05-20 21:14:14.004068+00,2020-05-20 21:14:14.004098+00,,15
1061,"Second, although this statute as written is violative of the Constitution, and by authority of Orr v. Orr void, this court need not reach this result, or indeed a federal constitutional issue, in this case.",{},2020-05-20 21:14:14.005662+00,2020-05-20 21:14:14.005679+00,,15
1062,The Fourteenth Guam Legislature enacted P.L.,{},2020-05-20 21:14:14.007154+00,2020-05-20 21:14:14.007171+00,,15
1063,"14-28(b), which provides ""Equality of Rights under the law shall not be denied or abridged on account of sex.14-28(b), which provides ""Equality of Rights under the law shall not be denied or abridged on account of sex.",{},2020-05-20 21:14:14.009879+00,2020-05-20 21:14:14.009896+00,,15
1064,"All laws, rules, regulations, and Executive Orders with the force of law which are inconsistent with this section are hereby repealed to the extent of such ■ inconsistency.""",{},2020-05-20 21:14:14.011337+00,2020-05-20 21:14:14.011353+00,,15
1065,"Thus, before reaching any federal constitutional issue, this Court must first decide the effect under Guam law of these two statutes when read together.",{},2020-05-20 21:14:14.012777+00,2020-05-20 21:14:14.012796+00,,15
